source,target,value
G65,G51,0.004866
G57,G49,0.004863
G73,G100,0.004862
G63,G75,0.004862
G60,G24,0.004858
G37,G43,0.004858
G93,G6,0.004855
G93,G86,0.004853
G48,G33,0.004851
G23,G50,0.004851
G41,G74,0.00485
G94,G74,0.004849
G64,G86,0.004848
G70,G62,0.004848
G32,G62,0.004847
G67,G64,0.004847
G57,G42,0.004847
G91,G3,0.004845
G53,G1,0.004845
G3,G25,0.004845
G90,G12,0.004844
G87,G17,0.004842
G36,G44,0.004842
G62,G89,0.004842
G96,G3,0.004842
G15,G93,0.004841
G85,G99,0.004841
G82,G47,0.004841
G59,G79,0.00484
G70,G19,0.004838
G31,G34,0.004837
G29,G46,0.004837
G50,G86,0.004836
G100,G32,0.004836
G67,G54,0.004835
G64,G90,0.004834
G94,G14,0.004833
G29,G17,0.004831
G95,G27,0.004829
G90,G74,0.004829
G79,G61,0.004826
G63,G2,0.00482
G31,G19,0.004819
G47,G28,0.004819
G97,G75,0.004818
G70,G3,0.004816
G11,G59,0.004816
G40,G90,0.004816
G34,G10,0.004816
G33,G88,0.004815
G72,G27,0.004815
G32,G64,0.004814
G13,G10,0.004814
G41,G12,0.004813
G17,G8,0.004813
G78,G16,0.004813
G47,G65,0.004811
G100,G5,0.00481
G45,G76,0.004807
G49,G34,0.004806
G77,G99,0.004804
G73,G75,0.004803
G96,G64,0.004803
G57,G69,0.004803
G53,G47,0.004802
G26,G12,0.004801
G64,G61,0.004801
G94,G31,0.004801
G67,G76,0.0048
G37,G24,0.0048
G7,G81,0.0048
G19,G88,0.004799
G66,G13,0.004799
G28,G24,0.004797
G27,G30,0.004795
G52,G12,0.004795
G81,G98,0.004795
G19,G32,0.004793
G53,G59,0.004793
G83,G61,0.004792
G92,G50,0.004791
G87,G65,0.004791
G85,G62,0.004791
G87,G1,0.004791
G34,G38,0.004791
G15,G8,0.004789
G57,G7,0.004789
G67,G32,0.004788
G7,G63,0.004788
G26,G18,0.004788
G69,G61,0.004787
G53,G72,0.004787
G7,G54,0.004787
G88,G3,0.004786
G49,G52,0.004785
G9,G61,0.004784
G43,G34,0.004783
G88,G97,0.004783
G87,G83,0.004782
G26,G73,0.004782
G23,G25,0.004781
G12,G23,0.004781
G94,G97,0.00478
G49,G86,0.004779
G1,G62,0.004777
G29,G1,0.004777
G83,G98,0.004776
G42,G46,0.004775
G95,G34,0.004774
G88,G70,0.004774
G12,G40,0.004773
G8,G91,0.004772
G16,G22,0.004772
G7,G75,0.004772
G56,G43,0.004772
G95,G23,0.004771
G63,G97,0.004771
G40,G75,0.004771
G32,G99,0.00477
G90,G73,0.00477
G49,G68,0.00477
G11,G69,0.004769
G99,G9,0.004766
G31,G93,0.004766
G7,G38,0.004765
G53,G76,0.004764
G6,G98,0.004764
G61,G97,0.004762
G4,G34,0.004761
G61,G12,0.00476
G10,G58,0.00476
G37,G29,0.004759
G58,G3,0.004759
G48,G98,0.004758
G20,G87,0.004758
G55,G26,0.004758
G65,G36,0.004758
G60,G34,0.004756
G75,G76,0.004753
G54,G67,0.004753
G34,G2,0.004753
G67,G22,0.004752
G17,G12,0.004752
G86,G87,0.004752
G68,G30,0.004751
G52,G2,0.00475
G57,G56,0.004749
G75,G25,0.004749
G80,G60,0.004749
G9,G28,0.004748
G98,G46,0.004745
G77,G65,0.004744
G96,G55,0.004741
G78,G50,0.004741
G82,G52,0.00474
G60,G47,0.004738
G92,G33,0.004736
G99,G5,0.004734
G64,G98,0.004732
G16,G7,0.004729
G67,G23,0.004729
G14,G66,0.004729
G72,G60,0.004728
G67,G53,0.004728
G38,G28,0.004727
G90,G53,0.004724
G9,G46,0.004724
G46,G57,0.004723
G52,G87,0.004723
G98,G43,0.004723
G12,G43,0.004722
G30,G60,0.004722
G88,G92,0.004722
G27,G63,0.004718
G96,G40,0.004717
G93,G47,0.004717
G29,G57,0.004716
G20,G43,0.004715
G66,G30,0.004714
G13,G60,0.004714
G39,G33,0.004714
G70,G68,0.004712
G50,G23,0.00471
G97,G62,0.00471
G29,G80,0.004709
G73,G65,0.004708
G87,G8,0.004707
G8,G52,0.004707
G79,G84,0.004707
G4,G99,0.004704
G80,G16,0.004704
G26,G62,0.004701
G98,G14,0.004701
G11,G4,0.0047
G28,G50,0.004699
G29,G52,0.004699
G74,G14,0.004698
G24,G38,0.004696
G99,G86,0.004693
G71,G57,0.004691
G77,G47,0.004691
G95,G10,0.00469
G24,G65,0.00469
G58,G79,0.00469
G52,G74,0.00469
G75,G79,0.004689
G79,G83,0.004689
G41,G93,0.004688
G53,G71,0.004688
G78,G8,0.004688
G47,G77,0.004687
G91,G9,0.004687
G5,G90,0.004686
G35,G87,0.004686
G28,G66,0.004683
G29,G22,0.004681
G83,G25,0.004679
G79,G2,0.004679
G40,G7,0.004676
G35,G46,0.004676
G62,G7,0.004675
G2,G56,0.004675
G26,G87,0.004675
G44,G26,0.004674
G68,G71,0.004674
G37,G17,0.004672
G59,G61,0.004671
G9,G43,0.004671
G53,G60,0.00467
G58,G42,0.004669
G43,G12,0.004668
G37,G86,0.004667
G44,G47,0.004667
G7,G70,0.004667
G22,G26,0.004664
G94,G34,0.004664
G10,G60,0.004662
G5,G12,0.004659
G67,G86,0.004659
G4,G57,0.004658
G65,G100,0.004658
G70,G61,0.004658
G25,G76,0.004657
G2,G75,0.004656
G17,G18,0.004656
G27,G57,0.004653
G20,G91,0.004653
G46,G10,0.004651
G53,G83,0.00465
G23,G33,0.00465
G73,G77,0.00465
G3,G89,0.00465
G90,G47,0.004649
G81,G42,0.004649
G29,G61,0.004649
G80,G44,0.004647
G46,G90,0.004645
G4,G46,0.004644
G90,G86,0.004643
G73,G62,0.004642
G59,G14,0.00464
G95,G96,0.004639
G57,G19,0.004638
G23,G57,0.004637
G77,G50,0.004636
G97,G69,0.004636
G97,G96,0.004635
G35,G38,0.004633
G44,G73,0.004633
G56,G13,0.004632
G29,G5,0.004631
G70,G54,0.004631
G78,G2,0.00463
G34,G36,0.00463
G40,G78,0.00463
G94,G66,0.00463
G56,G93,0.004629
G53,G34,0.004628
G30,G42,0.004628
G12,G96,0.004627
G35,G76,0.004626
G47,G29,0.004626
G14,G3,0.004626
G50,G59,0.004625
G88,G19,0.004625
G85,G44,0.004625
G18,G29,0.004624
G63,G81,0.004623
G90,G57,0.004623
G22,G58,0.004623
G4,G52,0.004622
G46,G14,0.004622
G12,G90,0.00462
G89,G5,0.004619
G7,G61,0.004618
G28,G46,0.004616
G50,G84,0.004614
G95,G56,0.004614
G87,G43,0.004612
G58,G25,0.004612
G43,G19,0.004612
G71,G73,0.004611
G39,G56,0.00461
G58,G43,0.00461
G57,G59,0.00461
G98,G79,0.004609
G52,G43,0.004609
G15,G91,0.004609
G76,G95,0.004608
G2,G15,0.004605
G76,G7,0.004604
G8,G15,0.004604
G76,G41,0.004603
G22,G36,0.004598
G75,G34,0.004598
G18,G64,0.004598
G18,G88,0.004597
G21,G72,0.004597
G89,G57,0.004597
G43,G10,0.004597
G27,G14,0.004596
G95,G13,0.004596
G80,G17,0.004596
G10,G17,0.004595
G84,G78,0.004595
G56,G90,0.004594
G63,G95,0.004593
G70,G50,0.004591
G99,G4,0.00459
G31,G5,0.00459
G39,G69,0.00459
G32,G86,0.004588
G66,G86,0.004588
G88,G83,0.004587
G97,G71,0.004586
G12,G31,0.004586
G98,G50,0.004586
G23,G77,0.004586
G80,G65,0.004586
G74,G66,0.004584
G20,G46,0.004584
G37,G78,0.004583
G84,G88,0.004581
G10,G8,0.004581
G54,G94,0.00458
G34,G9,0.00458
G76,G34,0.00458
G61,G2,0.004579
G78,G35,0.004579
G65,G97,0.004579
G33,G94,0.004577
G2,G97,0.004577
G35,G96,0.004575
G52,G88,0.004575
G4,G79,0.004574
G51,G2,0.004573
G76,G80,0.004573
G19,G47,0.004572
G7,G71,0.004571
G6,G91,0.004571
G86,G18,0.00457
G27,G3,0.004568
G100,G3,0.004568
G59,G53,0.004568
G47,G27,0.004567
G91,G94,0.004566
G86,G81,0.004564
G8,G23,0.004563
G31,G15,0.004562
G84,G35,0.004562
G88,G49,0.004561
G88,G50,0.004561
G38,G12,0.004558
G39,G10,0.004558
G85,G90,0.004556
G88,G30,0.004555
G65,G80,0.004554
G2,G85,0.004552
G94,G4,0.004551
G38,G40,0.004549
G61,G26,0.004548
G57,G10,0.004547
G46,G85,0.004545
G86,G76,0.004543
G24,G57,0.004543
G79,G35,0.004541
G4,G96,0.004541
G45,G87,0.00454
G10,G64,0.004539
G22,G88,0.004538
G72,G36,0.004538
G30,G40,0.004537
G17,G72,0.004535
G91,G65,0.004535
G27,G43,0.004534
G88,G54,0.004534
G60,G40,0.004534
G66,G2,0.004533
G10,G97,0.004532
G14,G27,0.004532
G18,G44,0.004532
G80,G18,0.004532
G22,G95,0.004531
G94,G52,0.00453
G81,G22,0.00453
G41,G78,0.004529
G10,G5,0.004526
G98,G67,0.004526
G38,G50,0.004525
G36,G95,0.004525
G18,G53,0.004525
G25,G91,0.004524
G93,G69,0.004524
G81,G30,0.004523
G46,G74,0.004523
G81,G7,0.004522
G35,G1,0.004521
G17,G24,0.00452
G30,G1,0.00452
G29,G75,0.004519
G6,G93,0.004519
G49,G89,0.004518
G22,G70,0.004518
G21,G49,0.004517
G12,G57,0.004517
G21,G24,0.004514
G42,G52,0.004513
G42,G62,0.004512
G58,G56,0.004511
G8,G31,0.004511
G8,G77,0.004511
G44,G18,0.004511
G5,G18,0.00451
G52,G63,0.004509
G88,G87,0.004506
G98,G81,0.004505
G78,G23,0.004505
G95,G83,0.004504
G84,G58,0.004503
G34,G89,0.004503
G33,G96,0.004503
G72,G89,0.004502
G23,G94,0.004499
G91,G36,0.004499
G23,G34,0.004499
G34,G42,0.004499
G6,G13,0.004499
G4,G42,0.004498
G96,G17,0.004498
G20,G27,0.004496
G22,G42,0.004496
G35,G90,0.004496
G43,G40,0.004494
G8,G28,0.004491
G95,G52,0.004489
G74,G98,0.004489
G95,G55,0.004488
G7,G90,0.004487
G51,G87,0.004486
G38,G39,0.004484
G73,G61,0.004484
G71,G76,0.004484
G6,G62,0.004479
G63,G61,0.004478
G32,G72,0.004477
G15,G81,0.004475
G73,G57,0.004475
G14,G65,0.004472
G74,G80,0.004471
G88,G7,0.00447
G6,G17,0.004468
G11,G10,0.004468
G84,G85,0.004468
G48,G4,0.004467
G1,G69,0.004466
G16,G92,0.004464
G56,G32,0.004464
G60,G30,0.004462
G56,G92,0.004461
G71,G22,0.004461
G33,G66,0.004459
G39,G53,0.004459
G15,G16,0.004458
G20,G92,0.004457
G20,G72,0.004456
G88,G28,0.004456
G7,G6,0.004455
G100,G76,0.004454
G21,G88,0.004454
G44,G62,0.004454
G65,G10,0.004454
G64,G75,0.004453
G29,G7,0.004451
G37,G58,0.004451
G23,G71,0.00445
G38,G16,0.004449
G56,G11,0.004449
G98,G30,0.004448
G38,G59,0.004448
G86,G10,0.004446
G50,G85,0.004442
G80,G95,0.004441
G19,G20,0.00444
G81,G76,0.00444
G92,G46,0.00444
G94,G5,0.00444
G96,G77,0.004439
G31,G61,0.004436
G45,G96,0.004436
G10,G52,0.004436
G49,G27,0.004436
G21,G39,0.004436
G36,G23,0.004434
G62,G57,0.004433
G71,G28,0.004432
G82,G23,0.004432
G37,G95,0.00443
G1,G32,0.00443
G58,G65,0.00443
G99,G62,0.004429
G20,G10,0.004429
G35,G5,0.004427
G31,G95,0.004427
G30,G57,0.004427
G40,G72,0.004426
G20,G30,0.004425
G86,G50,0.004425
G30,G12,0.004423
G19,G22,0.004423
G10,G44,0.004423
G65,G9,0.004422
G55,G87,0.004421
G48,G72,0.004421
G7,G97,0.00442
G56,G22,0.00442
G46,G50,0.004419
G20,G19,0.004419
G20,G1,0.004418
G83,G95,0.004418
G41,G71,0.004416
G47,G19,0.004415
G75,G12,0.004413
G22,G23,0.004413
G27,G23,0.004412
G44,G99,0.004411
G92,G73,0.00441
G13,G38,0.004408
G52,G50,0.004408
G19,G81,0.004408
G9,G60,0.004408
G28,G33,0.004406
G85,G22,0.004404
G84,G40,0.004403
G23,G12,0.004403
G17,G67,0.004403
G99,G76,0.004401
G80,G30,0.004401
G75,G18,0.004398
G53,G50,0.004398
G60,G53,0.004396
G36,G4,0.004394
G54,G84,0.004393
G74,G21,0.004393
G35,G57,0.004392
G89,G69,0.004391
G80,G41,0.00439
G56,G53,0.00439
G51,G77,0.00439
G75,G86,0.00439
G84,G41,0.00439
G95,G46,0.004389
G47,G11,0.004389
G46,G44,0.004388
G28,G97,0.004387
G33,G2,0.004386
G89,G13,0.004386
G19,G99,0.004385
G62,G47,0.004385
G1,G90,0.004385
G84,G63,0.004385
G17,G52,0.004383
G19,G73,0.004383
G47,G10,0.004383
G70,G37,0.004382
G65,G1,0.004382
G72,G1,0.004381
G39,G14,0.00438
G2,G29,0.00438
G82,G84,0.00438
G16,G4,0.004379
G29,G72,0.004378
G68,G3,0.004378
G68,G33,0.004377
G50,G32,0.004376
G44,G69,0.004376
G4,G94,0.004375
G43,G63,0.004373
G2,G94,0.004372
G87,G98,0.004372
G21,G73,0.004372
G76,G5,0.004371
G18,G96,0.004371
G24,G13,0.00437
G26,G17,0.00437
G49,G96,0.004369
G89,G78,0.004368
G84,G54,0.004368
G45,G69,0.004367
G25,G22,0.004366
G55,G9,0.004366
G31,G51,0.004365
G51,G72,0.004365
G41,G49,0.004365
G55,G11,0.004364
G65,G50,0.004362
G69,G76,0.00436
G13,G30,0.004359
G16,G27,0.004359
G62,G23,0.004359
G97,G60,0.004359
G62,G2,0.004358
G15,G34,0.004358
G28,G64,0.004358
G82,G79,0.004356
G2,G46,0.004356
G43,G2,0.004356
G84,G5,0.004355
G15,G80,0.004354
G65,G24,0.004353
G69,G54,0.004352
G73,G86,0.004352
G79,G8,0.004351
G22,G16,0.004351
G64,G54,0.00435
G25,G54,0.00435
G3,G54,0.004349
G75,G77,0.004348
G31,G67,0.004347
G97,G10,0.004347
G63,G16,0.004345
G97,G52,0.004345
G85,G92,0.004344
G28,G32,0.004344
G74,G5,0.004344
G88,G91,0.004343
G36,G72,0.004342
G99,G37,0.004342
G73,G46,0.00434
G41,G2,0.004337
G26,G16,0.004336
G38,G78,0.004335
G61,G3,0.004334
G27,G93,0.004332
G37,G76,0.004331
G19,G6,0.004331
G67,G88,0.00433
G70,G5,0.004329
G8,G90,0.004329
G71,G80,0.004329
G97,G65,0.004328
G72,G97,0.004327
G51,G100,0.004326
G53,G41,0.004325
G69,G22,0.004324
G31,G27,0.004324
G64,G89,0.004323
G82,G36,0.004323
G46,G4,0.004323
G21,G60,0.004321
G81,G2,0.004321
G79,G28,0.004321
G78,G41,0.004319
G60,G19,0.004319
G87,G86,0.004316
G22,G34,0.004315
G74,G96,0.004315
G25,G79,0.004315
G89,G75,0.004314
G82,G3,0.004313
G63,G87,0.004312
G2,G38,0.004312
G68,G5,0.004312
G40,G60,0.004311
G65,G29,0.004311
G14,G10,0.004311
G61,G64,0.00431
G48,G32,0.00431
G28,G4,0.004308
G90,G49,0.004308
G50,G35,0.004307
G85,G36,0.004307
G84,G16,0.004306
G72,G20,0.004305
G12,G14,0.004305
G87,G90,0.004304
G56,G31,0.004304
G68,G98,0.004304
G100,G46,0.004303
G79,G89,0.004302
G76,G69,0.0043
G98,G3,0.0043
G76,G84,0.0043
G5,G19,0.004299
G72,G81,0.004299
G76,G18,0.004298
G96,G11,0.004297
G10,G6,0.004296
G59,G77,0.004295
G5,G76,0.004294
G43,G46,0.004294
G19,G66,0.004293
G52,G54,0.004293
G7,G49,0.004293
G27,G53,0.004293
G28,G2,0.004292
G39,G66,0.004291
G9,G47,0.004291
G64,G2,0.00429
G42,G25,0.004289
G100,G35,0.004289
G74,G40,0.004289
G54,G34,0.004289
G65,G30,0.004289
G90,G5,0.004288
G78,G75,0.004288
G7,G83,0.004287
G71,G20,0.004286
G55,G46,0.004285
G87,G11,0.004285
G86,G78,0.004284
G84,G17,0.004284
G75,G83,0.004284
G55,G41,0.004284
G95,G94,0.004282
G95,G21,0.004282
G68,G34,0.004281
G96,G10,0.00428
G12,G32,0.004278
G52,G49,0.004277
G30,G89,0.004272
G6,G75,0.004268
G32,G97,0.004268
G81,G31,0.004267
G64,G57,0.004267
G46,G73,0.004265
G10,G43,0.004264
G70,G10,0.004264
G90,G50,0.004263
G4,G67,0.004262
G9,G62,0.004261
G71,G62,0.004261
G61,G73,0.00426
G69,G56,0.00426
G60,G80,0.004259
G52,G98,0.004259
G33,G4,0.004259
G41,G40,0.004258
G55,G49,0.004258
G83,G52,0.004258
G68,G95,0.004257
G14,G64,0.004256
G26,G66,0.004256
G45,G78,0.004255
G55,G24,0.004255
G97,G24,0.004255
G29,G76,0.004255
G58,G32,0.004252
G69,G78,0.004251
G2,G1,0.004251
G95,G67,0.004249
G80,G32,0.004247
G40,G11,0.004247
G69,G75,0.004246
G40,G30,0.004245
G93,G27,0.004244
G68,G52,0.004244
G85,G31,0.004244
G25,G5,0.004244
G51,G36,0.004243
G96,G53,0.004243
G4,G81,0.004242
G88,G53,0.004241
G48,G77,0.00424
G24,G87,0.004239
G35,G91,0.004238
G16,G80,0.004238
G17,G49,0.004237
G99,G38,0.004235
G85,G52,0.004234
G16,G58,0.004234
G14,G86,0.004234
G97,G98,0.004233
G95,G58,0.004233
G92,G74,0.004232
G84,G27,0.004231
G28,G11,0.004229
G26,G38,0.004229
G68,G90,0.004228
G32,G35,0.004228
G9,G98,0.004228
G59,G72,0.004225
G88,G20,0.004225
G86,G83,0.004224
G53,G46,0.004222
G14,G38,0.004221
G91,G80,0.00422
G73,G19,0.00422
G54,G61,0.00422
G100,G73,0.004219
G24,G25,0.004217
G13,G63,0.004216
G25,G96,0.004216
G16,G99,0.004216
G86,G72,0.004215
G11,G21,0.004215
G59,G81,0.004214
G29,G84,0.004213
G42,G32,0.004212
G22,G73,0.004212
G86,G90,0.004211
G52,G41,0.004211
G15,G27,0.00421
G21,G99,0.00421
G34,G8,0.00421
G67,G93,0.00421
G24,G52,0.00421
G33,G14,0.004209
G14,G26,0.004208
G21,G81,0.004207
G82,G80,0.004207
G76,G79,0.004206
G31,G86,0.004205
G5,G72,0.004205
G50,G36,0.004204
G79,G45,0.004204
G98,G89,0.004202
G74,G32,0.004201
G88,G99,0.004199
G28,G73,0.004199
G48,G73,0.004198
G2,G50,0.004197
G88,G34,0.004195
G15,G42,0.004195
G10,G95,0.004194
G83,G58,0.004193
G43,G18,0.004193
G70,G100,0.004191
G81,G95,0.004191
G50,G45,0.004191
G64,G72,0.004191
G20,G77,0.004189
G30,G80,0.004189
G26,G71,0.004187
G41,G87,0.004187
G100,G57,0.004185
G15,G88,0.004184
G19,G89,0.004184
G49,G66,0.004184
G35,G67,0.004182
G59,G76,0.004182
G52,G72,0.004182
G23,G83,0.004181
G72,G35,0.00418
G54,G57,0.00418
G22,G14,0.004179
G27,G80,0.004179
G19,G34,0.004179
G44,G28,0.004178
G9,G15,0.004177
G98,G92,0.004176
G33,G69,0.004175
G1,G11,0.004175
G73,G94,0.004174
G98,G70,0.004174
G13,G71,0.004173
G87,G55,0.004173
G28,G23,0.004172
G76,G94,0.004172
G1,G34,0.004172
G77,G31,0.004171
G17,G74,0.00417
G14,G55,0.004169
G63,G3,0.004168
G40,G17,0.004166
G54,G81,0.004165
G43,G88,0.004165
G96,G1,0.004163
G20,G18,0.004162
G42,G45,0.004162
G23,G42,0.004161
G74,G62,0.00416
G37,G90,0.004159
G88,G56,0.004157
G69,G52,0.004155
G41,G10,0.004155
G87,G42,0.004155
G95,G71,0.004153
G51,G33,0.004153
G77,G80,0.004152
G63,G88,0.004151
G7,G5,0.00415
G73,G23,0.00415
G89,G22,0.004148
G74,G25,0.004148
G91,G45,0.004146
G40,G63,0.004146
G60,G7,0.004145
G31,G38,0.004142
G43,G55,0.004142
G56,G96,0.004141
G75,G95,0.004141
G58,G20,0.004141
G7,G33,0.004141
G36,G47,0.004141
G59,G36,0.004139
G67,G98,0.004137
G73,G81,0.004136
G35,G49,0.004134
G34,G4,0.004134
G95,G76,0.004134
G14,G94,0.004133
G84,G13,0.004133
G37,G63,0.004132
G52,G68,0.00413
G86,G12,0.004129
G81,G59,0.004129
G66,G81,0.004128
G4,G72,0.004127
G64,G33,0.004124
G90,G60,0.004124
G46,G24,0.004122
G99,G61,0.004121
G61,G52,0.004121
G85,G68,0.004121
G64,G73,0.004121
G16,G71,0.004118
G29,G67,0.004117
G27,G90,0.004117
G2,G59,0.004116
G90,G36,0.004116
G6,G16,0.004115
G87,G32,0.004114
G29,G27,0.004114
G93,G10,0.004114
G36,G6,0.004112
G3,G14,0.004112
G39,G41,0.004111
G13,G80,0.00411
G91,G87,0.004108
G92,G34,0.004108
G90,G6,0.004107
G22,G66,0.004107
G84,G6,0.004107
G92,G52,0.004106
G16,G1,0.004105
G97,G28,0.004105
G99,G95,0.004105
G61,G11,0.004104
G97,G31,0.004102
G22,G2,0.004102
G79,G10,0.004101
G29,G33,0.004101
G26,G47,0.004099
G69,G73,0.004099
G93,G49,0.004099
G17,G6,0.004098
G16,G37,0.004097
G50,G52,0.004096
G89,G98,0.004096
G60,G74,0.004095
G79,G87,0.004095
G38,G93,0.004095
G36,G14,0.004094
G78,G31,0.004094
G94,G11,0.004094
G12,G87,0.004093
G81,G58,0.004093
G87,G7,0.004091
G61,G77,0.00409
G66,G43,0.004089
G93,G97,0.004088
G37,G79,0.004087
G6,G58,0.004086
G98,G90,0.004086
G33,G80,0.004086
G97,G2,0.004085
G40,G10,0.004084
G95,G15,0.004083
G66,G36,0.004083
G78,G34,0.004081
G93,G31,0.004079
G33,G62,0.004077
G6,G33,0.004077
G94,G44,0.004075
G48,G65,0.004075
G70,G92,0.004075
G84,G52,0.004075
G64,G36,0.004073
G51,G14,0.004073
G35,G6,0.004072
G99,G24,0.004071
G25,G6,0.004071
G75,G15,0.004071
G42,G75,0.004071
G24,G46,0.004069
G57,G77,0.004067
G34,G79,0.004066
G31,G65,0.004065
G58,G57,0.004065
G31,G23,0.004064
G51,G74,0.004063
G82,G19,0.004062
G14,G39,0.004062
G58,G41,0.004062
G75,G71,0.004062
G37,G97,0.004062
G48,G68,0.004061
G27,G100,0.004061
G79,G76,0.004059
G64,G87,0.004059
G35,G10,0.004058
G10,G94,0.004058
G66,G68,0.004058
G14,G13,0.004057
G95,G98,0.004055
G41,G52,0.004055
G55,G76,0.004055
G3,G7,0.004055
G43,G62,0.004054
G36,G56,0.004054
G6,G73,0.004054
G26,G94,0.004053
G49,G81,0.004052
G22,G75,0.004052
G11,G16,0.00405
G1,G86,0.004049
G26,G44,0.004048
G96,G86,0.004048
G16,G67,0.004048
G70,G13,0.004047
G15,G67,0.004046
G12,G3,0.004046
G64,G93,0.004045
G7,G65,0.004045
G27,G12,0.004045
G4,G29,0.004044
G62,G44,0.004043
G14,G78,0.004043
G65,G26,0.004041
G88,G81,0.004039
G33,G73,0.004038
G9,G94,0.004037
G30,G58,0.004037
G7,G95,0.004037
G6,G95,0.004036
G63,G38,0.004036
G59,G27,0.004035
G47,G64,0.004035
G71,G18,0.004033
G30,G2,0.004031
G42,G22,0.004031
G53,G3,0.004027
G78,G6,0.004026
G60,G31,0.004026
G90,G1,0.004023
G69,G45,0.004023
G17,G86,0.004021
G77,G33,0.004021
G29,G100,0.004019
G94,G64,0.004018
G28,G15,0.004011
G92,G42,0.004011
G94,G77,0.004011
G50,G34,0.00401
G11,G18,0.004009
G57,G2,0.004008
G92,G65,0.004008
G98,G75,0.004008
G76,G13,0.004006
G49,G3,0.004004
G46,G94,0.004002
G9,G25,0.003997
G75,G60,0.003997
G12,G4,0.003996
G37,G32,0.003995
G2,G62,0.003995
G27,G92,0.003995
G7,G88,0.003995
G44,G97,0.003994
G46,G79,0.003993
G52,G67,0.003993
G98,G2,0.003993
G84,G91,0.003992
G37,G77,0.003991
G70,G71,0.00399
G37,G18,0.003988
G31,G14,0.003986
G45,G7,0.003986
G89,G27,0.003985
G74,G52,0.003983
G15,G44,0.003983
G45,G86,0.003982
G20,G81,0.003981
G9,G10,0.00398
G50,G22,0.00398
G30,G29,0.00398
G81,G1,0.003979
G30,G73,0.003979
G90,G43,0.003978
G61,G18,0.003977
G30,G16,0.003973
G53,G40,0.003973
G75,G96,0.003972
G58,G86,0.003972
G45,G26,0.003971
G19,G8,0.003971
G61,G68,0.003969
G94,G83,0.003968
G99,G10,0.003967
G10,G47,0.003967
G5,G67,0.003966
G16,G98,0.003966
G32,G80,0.003965
G49,G69,0.003965
G27,G24,0.003964
G75,G38,0.003962
G29,G77,0.003961
G18,G81,0.003961
G94,G73,0.00396
G6,G18,0.003959
G55,G27,0.003957
G50,G2,0.003956
G45,G56,0.003955
G99,G46,0.003955
G85,G76,0.003954
G11,G57,0.003953
G71,G43,0.003952
G67,G1,0.003952
G40,G65,0.003951
G30,G87,0.003949
G88,G67,0.003949
G95,G88,0.003948
G99,G39,0.003948
G6,G2,0.003948
G41,G47,0.003948
G26,G81,0.003947
G83,G43,0.003945
G31,G25,0.003945
G35,G28,0.003945
G46,G97,0.003944
G90,G25,0.003943
G57,G89,0.003943
G85,G35,0.003942
G30,G94,0.003942
G41,G29,0.00394
G9,G52,0.003939
G64,G1,0.003939
G28,G3,0.003939
G77,G59,0.003938
G94,G86,0.003937
G36,G25,0.003937
G9,G16,0.003937
G6,G42,0.003936
G25,G60,0.003935
G82,G54,0.003934
G63,G14,0.003934
G8,G25,0.003934
G2,G93,0.003933
G89,G34,0.003932
G27,G42,0.003931
G24,G93,0.00393
G15,G100,0.003929
G85,G1,0.003929
G27,G86,0.003927
G39,G90,0.003927
G58,G64,0.003926
G97,G8,0.003926
G50,G10,0.003925
G93,G41,0.003925
G78,G81,0.003925
G91,G18,0.003924
G36,G55,0.003924
G37,G93,0.003923
G37,G56,0.003923
G30,G54,0.003921
G9,G66,0.003921
G3,G80,0.003921
G89,G73,0.00392
G46,G47,0.00392
G77,G45,0.003919
G78,G18,0.003919
G57,G90,0.003918
G5,G89,0.003917
G69,G57,0.003915
G60,G20,0.003914
G37,G68,0.003914
G57,G60,0.003914
G78,G77,0.003913
G68,G1,0.003912
G58,G96,0.003912
G99,G100,0.003912
G31,G97,0.00391
G73,G11,0.003909
G36,G27,0.003907
G82,G56,0.003906
G41,G58,0.003906
G27,G73,0.003904
G40,G79,0.003904
G39,G42,0.003903
G41,G25,0.003903
G52,G83,0.003903
G98,G49,0.003903
G22,G33,0.003903
G44,G50,0.003902
G79,G46,0.003902
G88,G64,0.003901
G35,G37,0.003898
G52,G36,0.003897
G88,G12,0.003897
G66,G87,0.003896
G90,G98,0.003896
G70,G83,0.003896
G10,G66,0.003894
G24,G55,0.003894
G3,G8,0.003893
G99,G98,0.003892
G80,G83,0.003891
G41,G50,0.00389
G22,G13,0.00389
G96,G75,0.00389
G15,G56,0.003889
G71,G13,0.003888
G46,G88,0.003888
G90,G62,0.003888
G85,G28,0.003887
G75,G45,0.003885
G24,G94,0.003883
G1,G100,0.00388
G39,G17,0.00388
G37,G94,0.00388
G97,G61,0.003879
G61,G31,0.003878
G53,G18,0.003878
G89,G77,0.003877
G10,G92,0.003877
G68,G73,0.003877
G42,G39,0.003877
G30,G38,0.003875
G27,G83,0.003875
G2,G64,0.003874
G54,G52,0.003874
G82,G60,0.003872
G18,G55,0.003871
G27,G35,0.00387
G55,G91,0.00387
G63,G68,0.003869
G5,G69,0.003868
G63,G94,0.003867
G91,G85,0.003867
G98,G83,0.003866
G29,G81,0.003866
G92,G70,0.003865
G72,G80,0.003865
G5,G56,0.003864
G37,G41,0.003864
G3,G98,0.003863
G9,G72,0.003862
G26,G96,0.003861
G26,G21,0.00386
G50,G98,0.003858
G14,G18,0.003858
G37,G99,0.003856
